Record Name,Titel,Opstilling,Lokalitet,Ophav,År,Note,Taxonomisk gruppe,Hæfte,Copyright,Taxonomisk gruppe_st
floradanica_0030.tif,Pedicularis flammea Oed. (non L.),Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 30

Figur 1
Latinsk navn: Pedicularis oederi Vahl in Hornem.
Dansk slægtsnavn: Troldurt
Dansk artsepitet: Oeders
Lange nomenklator: Pedicularis Oederi Vahl.
Dansk familienavn: Maskeblomstfamilien
Latinsk familienavn: Scrophulariaceae",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0031.tif,Dryas octopetala L.,Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 31

Figur 1
Latinsk navn: Dryas octopetala L.
Dansk slægtsnavn: Fjeldsimmer
Dansk artsepitet: Kirtel-
Dansk familienavn: Rosenfamilien
Latinsk familienavn: Rosaceae
Alt. dansk slægtsnavn: Rypelyng
Alt. dansk artsepitet: Almindelig",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0032.tif,Sibbaldia procumbens L.,Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 32

Figur 1
Latinsk navn: Sibbaldia procumbens L.
Dansk slægtsnavn: Trefingerurt
Dansk familienavn: Rosenfamilien
Latinsk familienavn: Rosaceae
Alt. dansk slægtsnavn: Sibbaldie",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0036.tif,Anthericum calyculatum Oed.,Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 36

Figur 1
Latinsk navn: Tofielda pusilla (Michx.) Pers.
Dansk slægtsnavn: Bjørnebrod
Dansk artsepitet: Fjeld-
Lange nomenklator: Tofieldia borealis Wahlenb. (T. palustris Huds.). 4)
Dansk familienavn: Liljefamilien
Latinsk familienavn: Liliaceae
Alt. latinske navne: Tofielda palustris Hudson",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0037.tif,Serratula alpina L.,Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 37

Figur 1
Latinsk navn: Saussurea alpina (L.) DC.
Dansk slægtsnavn: Fjeldskær
Dansk artsepitet: Nordisk
Lange nomenklator: Saussurea alpina (L.) DC.
Dansk familienavn: Kurvblomstfamilien
Latinsk familienavn: Asteraceae
Alt. dansk slægtsnavn: Fjeldskær
Alt. latinske navne: ""Saussurea alpina (L.) DC. ssp. alpina; Serratula alpina L.""",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0038.tif,Erica cinerea L.,Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 38

Figur 1
Latinsk navn: Erica cinerea L.
Dansk slægtsnavn: Grålyng
Dansk familienavn: Lyngfamilien
Latinsk familienavn: Ericaceae",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0039.tif,Lobelia Dortmanna L.,Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 39

Figur 1
Latinsk navn: Lobelia dortmanna L.
Dansk slægtsnavn: Lobelie
Dansk artsepitet: Tvepibet
Dansk familienavn: Klokkefamilien
Latinsk familienavn: Campanulaceae",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0050.tif,Gentiana purpurea L.,Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 50

Figur 1
Latinsk navn: Gentiana purpurea L.
Dansk slægtsnavn: Ensian
Dansk artsepitet: Purpur-
Dansk familienavn: Ensianfamilien
Latinsk familienavn: Gentianaceae",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0052.tif,Veronica spicata L.,Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 52

Figur 1
Latinsk navn: Veronica spicata L.
Dansk slægtsnavn: Ærenpris
Dansk artsepitet: Aks-
Dansk familienavn: Maskeblomstfamilien
Latinsk familienavn: Scrophulariaceae
Alt. latinske navne: ""Pseudolysimachium spicatum (L.) Opiz; Veronica spicata L. ssp. spicata""",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0054.tif,Andromeda polifolia L.,Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 54

Figur 1
Latinsk navn: Andromeda polifolia L.
Dansk slægtsnavn: Rosmarinlyng
Dansk familienavn: Lyngfamilien
Latinsk familienavn: Ericaceae
Alt. dansk slægtsnavn: Rosmarinlyng
Alt. dansk artsepitet: Almindelig",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0056.tif,Draba alpina L.,Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 56

Figur 1
Latinsk navn: Draba alpina L.
Dansk slægtsnavn: Draba
Dansk artsepitet: Alpe-
Dansk familienavn: Korsblomstfamilien
Latinsk familienavn: Brassicaceae",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0057.tif,Andromeda coerulea L.,Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 57

Figur 1
Latinsk navn: Phyllodoce caerulea (L.) Bab.
Dansk slægtsnavn: Blålyng
Lange nomenklator: Phyllodoce coerulea (L.) Gren. et Godr. (Ph. taxifolia Salisb.).
Dansk familienavn: Lyngfamilien
Latinsk familienavn: Ericaceae
Alt. latinske navne: Andromeda coerulea L.",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0058.tif,Vicia lathyroides L.,Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 58

Figur 1
Latinsk navn: Vicia lathyroides L.
Dansk slægtsnavn: Vikke
Dansk artsepitet: Vår-
Dansk familienavn: Ærteblomstfamilien
Latinsk familienavn: Fabaceae",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
floradanica_0059.tif,Sedum rupestre Oed. (non L.),Fol. Top. Bot. Danmark,"Danmark
Norge","Hornemann, Jens Wilken (6.3.1770-30.7.1841) botaniker 
Lange, Johan Martin Christian (20.3.1818-3.4.1898) botaniker 
Liebmann, Frederik Michael (10.10.1813-29.10.1856) botaniker 
Müller, Otto Frederik (2.3.1730-26.12.1784) botaniker 
Oeder, Georg Christian (3.2.1728-28.1.1791) botaniker 
Vahl, Martin (7.10.1749-24.12.1804) botaniker",1761,"Flora Danica Hft. 1, Tab. 59

Figur 1
Latinsk navn: Sedum annuum L.
Dansk slægtsnavn: Stenurt
Dansk artsepitet: Liden
Lange nomenklator: Sedum annuum L.
Dansk familienavn: Stenurtfamilien
Latinsk familienavn: Crassulaceae",Digitale Samlinger: Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Taxonomisk gruppe:Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft.  1,Materialet er fri af ophavsret,Karplanter
